11_2812	Sportplatzgebäude	2570
11_2818	Gebäude für Sport (allgemein)	2550
11_2821	Hallenbad	2590
11_2822	Gebäude der Freibadanlage	2580
11_2828	Badegebäude (allgemein)	2580
11_2831	Tribüne	2570
11_2841	Badegebäude für medizinische Zwecke	2580
11_2842	Sanatorium	2600
11_2848	Kurgebäude (allgemein)	2540
11_2851	Campingplatzgebäude	1230
11_2861	Ferienhaus	1100
11_2862	Wochenendhaus	1100
11_2863	Gartenhaus	1200
11_2868	Freizeithaus (allgemein)	2540
11_2871	Empfangsgebäude	1490
11_2872	Aquarium, Terrarium	2610
11_2873	Tierschauhaus	2610
11_2874	Stall	1890
11_2878	Gebäude für Zoologie (allgemein)	2610
11_2881	Empfangsgebäude	1490
11_2882	Gewächshaus	2620
11_2883	Pflanzenschauhaus	2630
11_2888	Gebäude für Botanik (allgemein)	2630
11_2891	Aussichtsturm	2700
11_2894	Schutzhütte	2640
11_2921	Ungenutztes Gebäude	2700
